UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,time_index,rolling_avg_temp,rolling_avg_rot_speed,rolling_avg_torque,ema_temp,ema_rot_speed,ema_torque,lag_temp,lag_rot_speed,lag_torque,temp_torque_interaction,cumsum_temp,cumsum_rot_speed,cumsum_torque,roc_temp,roc_rot_speed,roc_torque,temp_outlier,temp_squared,rot_speed_squared,torque_squared,binned_temp,binned_rot_speed,binned_torque,failure_rate,time_since_last_failure,Type_L,Type_M
77,L47256,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,76,298.88,1480.4,41.260000000000005,298.8524482288675,1485.7631166262308,42.862087898223564,298.8,1379.0,46.7,14312.52,23004.09999999999,119230,3059.7999999999993,0.0,0.059463379260333626,0.025695931477516032,False,89281.44,2134521,2294.41,1,1,3,0.1,2.0,True,False
78,L47257,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,77,298.86,1497.6,40.64,298.83496548591165,1475.5087444174874,42.341391932149044,298.8,1461.0,47.9,12340.44,23302.89999999999,120685,3101.0999999999995,0.0,-0.004106776180698102,-0.13778705636743216,False,89281.44,2117025,1705.6899999999998,1,1,2,0.1,2.0,True,False
79,L47258,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,78,298.82000000000005,1458.8,43.94,298.8233103239411,1449.672496278325,45.394261288099365,298.8,1455.0,41.3,15388.2,23601.69999999999,122083,3152.5999999999995,0.0,-0.039175257731958735,0.24697336561743355,False,89281.44,1954404,2652.25,1,0,3,0.2,3.0,True,False
80,L47259,298.8,308.9,1402,37.9,2,0,0,0,0,0,0,79,298.8,1419.0,45.059999999999995,298.8155402159607,1433.7816641855502,42.89617419206625,298.8,1398.0,51.5,11324.52,23900.49999999999,123485,3190.4999999999995,0.0,0.0028612303290413976,-0.2640776699029127,False,89281.44,1965604,1436.4099999999999,1,0,1,0.2,3.0,True,False
81,H29494,298.8,308.8,1445,49.9,4,0,0,0,0,0,0,80,298.8,1432.2,45.7,298.8103601439738,1437.5211094570336,45.230782794710834,298.8,1402.0,37.9,14910.12,24199.29999999999,124930,3240.3999999999996,0.0,0.030670470756062773,0.316622691292876,False,89281.44,2088025,2490.0099999999998,1,1,3,0.1,3.0,False,False
82,L47261,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,81,298.82000000000005,1430.0,45.62,298.84024009598255,1441.6807396380225,45.98718852980723,298.8,1445.0,49.9,14197.749999999998,24498.19999999999,126380,3287.8999999999996,0.0003346720214187915,0.0034602076124568004,-0.048096192384769476,False,89341.20999999999,2102500,2256.25,1,1,3,0.1,3.0,True,False
83,L47262,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,82,298.84000000000003,1429.6,45.519999999999996,298.86016006398836,1445.4538264253483,44.25812568653815,298.9,1450.0,47.5,12195.119999999999,24797.09999999999,127833,3328.7,0.0,0.00206896551724145,-0.14105263157894743,False,89341.20999999999,2111209,1664.6399999999999,1,1,2,0.1,3.0,True,False
84,L47263,299.0,309.0,1469,40.1,13,0,0,0,0,0,0,83,298.88,1443.8,43.239999999999995,298.90677337599226,1453.3025509502322,42.87208379102544,298.9,1453.0,40.8,11989.9,25096.09999999999,129302,3368.7999999999997,0.00033456005352960894,0.0110116999311769,-0.017156862745097978,False,89401.0,2157961,1608.0100000000002,1,1,1,0.1,3.0,True,False
85,L47264,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,84,298.9,1447.8,45.18,298.90451558399485,1442.868367300155,44.44805586068363,299.0,1469.0,40.1,14227.64,25394.999999999993,130724,3416.3999999999996,-0.00033444816053518345,-0.03199455411844787,0.18703241895261846,False,89341.20999999999,2022084,2265.76,1,0,3,0.1,3.0,True,False
86,M14945,299.0,309.0,1804,26.8,17,0,0,0,0,0,0,85,298.94,1519.6,40.559999999999995,298.93634372266325,1563.2455782001034,38.565370573789096,298.9,1422.0,47.6,8013.2,25693.999999999993,132528,3443.2,0.00033456005352960894,0.26863572433192684,-0.4369747899159664,False,89401.0,3254416,718.24,1,3,0,0.1,3.0,False,True
87,H29500,299.0,309.0,1436,43.9,20,0,0,0,0,0,0,86,298.96,1516.8,39.839999999999996,298.95756248177554,1520.8303854667356,40.34358038252607,299.0,1804.0,26.8,13126.1,25992.999999999993,133964,3487.1,0.0,-0.2039911308203991,0.6380597014925373,False,89401.0,2062096,1927.2099999999998,1,1,2,0.1,3.0,False,False
88,L47267,299.0,309.0,1544,31.8,25,0,0,0,0,0,0,87,298.98,1535.0,38.040000000000006,298.9717083211837,1528.5535903111572,37.49572025501738,299.0,1436.0,43.9,9508.2,26291.999999999993,135508,3518.9,0.0,0.07520891364902504,-0.27562642369020496,False,89401.0,2383936,1011.24,1,2,0,0.1,3.0,True,False
89,M14948,299.0,309.0,1419,45.2,27,0,0,0,0,0,0,88,298.98,1525.0,39.06,298.98113888078916,1492.035726874105,40.063813503344925,299.0,1544.0,31.8,13514.800000000001,26590.999999999993,136927,3564.1,0.0,-0.08095854922279788,0.42138364779874227,False,89401.0,2013561,2043.0400000000002,1,0,2,0.0,3.0,False,True
90,M14949,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,89,298.97999999999996,1538.0,37.44,298.9540925871928,1490.3571512494034,39.87587566889662,299.0,1419.0,45.2,11806.55,26889.899999999994,138414,3603.6,-0.00033444816053518345,0.047921071176885155,-0.12610619469026552,False,89341.20999999999,2211169,1560.25,1,1,1,0.0,3.0,False,True
91,L47270,298.9,308.9,1753,25.8,33,0,0,0,0,0,0,90,298.96,1527.8,37.24,298.9360617247952,1577.9047674996023,35.18391711259775,298.9,1487.0,39.5,7711.62,27188.799999999996,140167,3629.4,0.0,0.17888365837256215,-0.34683544303797464,False,89341.20999999999,3073009,665.64,1,3,0,0.0,3.0,True,False
92,L47271,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,91,298.93999999999994,1606.6,33.44,298.92404114986346,1661.9365116664017,31.75594474173183,298.9,1753.0,25.8,7442.609999999999,27487.699999999997,141997,3654.3,0.0,0.04392470051340558,-0.03488372093023262,False,89341.20999999999,3348900,620.0099999999999,1,3,0,0.0,3.0,True,False
93,M14952,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,92,298.91999999999996,1643.2,32.5,298.91602743324233,1683.6243411109344,30.203963161154554,298.9,1830.0,24.9,8100.19,27786.6,143724,3681.4,0.0,-0.05628415300546452,0.08835341365461868,False,89341.20999999999,2982529,734.4100000000001,1,3,0,0.0,3.0,False,True
94,L47273,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,93,298.93999999999994,1649.4,32.06,298.97735162216156,1605.749560740623,34.46930877410304,298.9,1727.0,27.1,12861.300000000001,28085.699999999997,145174,3724.4,0.0006691201070594399,-0.16039374638100756,0.5867158671586714,False,89460.81000000001,2102500,1849.0,1,1,2,0.0,3.0,True,False
95,L47274,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,94,298.96,1676.4,30.54,298.9849010814411,1611.1663738270822,33.61287251606869,299.1,1450.0,43.0,9538.1,28384.699999999997,146796,3756.3,-0.00033433634236046395,0.11862068965517247,-0.258139534883721,False,89401.0,2630884,1017.6099999999999,1,3,0,0.0,3.0,True,False
96,M14955,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,95,298.97999999999996,1596.0,35.82,298.98993405429405,1524.444249218055,39.808581677379124,299.0,1622.0,31.9,15607.800000000001,28683.699999999997,148147,3808.5,0.0,-0.16707768187422933,0.6363636363636365,False,89401.0,1825201,2724.84,1,0,3,0.0,3.0,False,True
97,M14956,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,96,299.0,1545.0,37.9,298.9932893695294,1541.29616614537,38.30572111825275,299.0,1351.0,52.2,10554.699999999999,28982.699999999997,149722,3843.8,0.0,0.16580310880829008,-0.3237547892720307,False,89401.0,2480625,1246.0899999999997,1,2,1,0.0,3.0,False,True
98,M14957,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,97,299.0,1549.6,38.46,298.96219291301963,1610.8641107635801,35.50381407883516,299.0,1575.0,35.3,8937.109999999999,29281.6,151472,3873.7000000000003,-0.00033444816053518345,0.11111111111111116,-0.1529745042492917,False,89341.20999999999,3062500,894.0099999999999,1,3,0,0.0,3.0,False,True
99,L47278,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,98,298.96,1565.4,36.4,298.9414619420131,1583.576073842387,34.56920938589011,298.9,1750.0,29.9,9774.03,29580.5,153001,3906.4,0.0,-0.12628571428571433,0.09364548494983294,False,89341.20999999999,2337841,1069.2900000000002,1,2,0,0.0,3.0,True,False
100,L47279,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,99,298.91999999999996,1545.6,38.9,298.89430796134207,1563.384049228258,37.84613959059341,298.9,1529.0,32.7,13266.72,29879.3,154524,3950.8,-0.0003345600535294979,-0.003924133420536324,0.35779816513761453,False,89281.44,2319529,1971.36,1,2,2,0.0,3.0,True,False
101,L47280,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,100,298.88,1645.8,33.46,298.862871974228,1659.589366152172,33.56409306039561,298.8,1523.0,44.4,7470.0,30178.1,156376,3975.8,0.0,0.21602101116217987,-0.4369369369369369,False,89281.44,3429904,625.0,1,3,0,0.0,3.0,True,False
102,L47281,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,101,298.84000000000003,1729.0,30.54,298.8419146494854,1770.0595774347817,29.27606204026374,298.8,1852.0,25.0,6185.16,30476.899999999998,158367,3996.5,0.0,0.07505399568034554,-0.17200000000000004,False,89281.44,3964081,428.48999999999995,1,3,0,0.0,3.0,True,False
103,L47282,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,102,298.82,1690.0,32.68,298.8279430996569,1698.3730516231878,33.05070802684249,298.8,1991.0,20.7,12131.28,30775.699999999997,159922,4037.1,0.0,-0.2189854344550477,0.961352657004831,False,89281.44,2418025,1648.3600000000001,1,2,2,0.0,3.0,True,False
104,M14963,298.8,308.8,1441,40.5,63,0,0,0,0,0,0,103,298.8,1672.4,34.239999999999995,298.8186287331046,1612.5820344154586,35.53380535122833,298.8,1555.0,40.6,12101.4,31074.499999999996,161363,4077.6,0.0,-0.0733118971061093,-0.0024630541871921707,False,89281.44,2076481,1640.25,1,1,2,0.0,3.0,False,True
105,L47284,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,104,298.8,1657.8,34.040000000000006,298.81241915540306,1558.388022943639,38.15587023415222,298.8,1441.0,40.5,12967.92,31373.299999999996,162813,4121.0,0.0,0.006245662734212454,0.07160493827160486,False,89281.44,2102500,1883.56,1,1,2,0.0,3.0,True,False
106,L47285,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,105,298.8,1605.6,35.260000000000005,298.8082794369354,1569.2586819624262,35.80391348943482,298.8,1450.0,43.4,9292.68,31672.099999999995,164404,4152.1,0.0,0.09724137931034482,-0.28341013824884786,False,89281.44,2531281,967.21,1,2,0,0.0,3.0,True,False
107,L47286,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,106,298.8,1496.4,40.82,298.80551962462357,1527.8391213082841,40.035942326289884,298.8,1591.0,31.1,14491.800000000001,31970.899999999994,165849,4200.6,0.0,-0.09176618478944065,0.5594855305466238,False,89281.44,2088025,2352.25,1,1,3,0.0,3.0,True,False
108,M14967,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,107,298.8,1484.8,42.06,298.80367974974905,1517.559414205523,42.29062821752659,298.8,1445.0,48.5,13983.84,32269.699999999993,167346,4247.400000000001,0.0,0.03598615916955028,-0.035051546391752675,False,89281.44,2241009,2190.24,1,1,2,0.0,3.0,False,True
109,H29522,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,108,298.82,1520.8,40.5,298.8357864998327,1552.0396094703488,39.09375214501773,298.8,1497.0,46.8,9774.03,32568.599999999995,168967,4280.1,0.0003346720214187915,0.08283233132932533,-0.3012820512820512,False,89341.20999999999,2627641,1069.2900000000002,1,3,0,0.0,3.0,False,False
110,L47289,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,109,298.84,1545.2,38.64,298.8571909998885,1558.6930729802327,37.429168096678495,298.9,1621.0,32.7,10192.49,32867.49999999999,170539,4314.200000000001,0.0,-0.030228254164096247,0.042813455657492394,False,89341.20999999999,2471184,1162.8100000000002,1,2,1,0.0,3.0,True,False
111,L47290,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,110,298.84000000000003,1601.4,36.92,298.83812733325897,1663.1287153201554,32.452778731119,298.9,1572.0,34.1,6723.0,33166.299999999996,172411,4336.700000000001,-0.0003345600535294979,0.19083969465648853,-0.3401759530791789,False,89281.44,3504384,506.25,1,3,0,0.0,3.0,True,False
112,H29525,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,111,298.82,1612.2,35.92,298.7920848888393,1608.4191435467706,36.135185820746,298.8,1872.0,22.5,12993.449999999999,33464.99999999999,173910,4380.200000000001,-0.00033467202141912455,-0.1992521367521367,0.9333333333333333,False,89221.68999999999,2247001,1892.25,1,1,2,0.0,3.0,False,False
113,M14972,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,112,298.82,1612.4,34.46,298.7947232592262,1571.6127623645139,37.256790547164,298.7,1499.0,43.5,11802.6,33763.799999999996,175408,4419.700000000001,0.00033478406427867036,-0.0006671114076051143,-0.09195402298850575,False,89281.44,2244004,1560.25,1,1,1,0.0,3.0,False,True
114,M14973,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,113,298.8,1585.4,36.3,298.7964821728175,1543.075174909676,38.80452703144267,298.8,1498.0,39.5,12519.72,34062.6,176894,4461.6,0.0,-0.008010680907877155,0.060759493670885956,False,89281.44,2208196,1755.61,1,1,2,0.0,3.0,False,True
115,L47294,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,114,298.78,1607.0,35.36,298.79765478187835,1588.7167832731175,35.66968468762845,298.8,1486.0,41.9,8784.72,34361.4,178574,4491.0,0.0,0.13055181695827733,-0.29832935560859186,False,89281.44,2822400,864.3599999999999,1,3,0,0.0,3.0,True,False
116,L47295,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,115,298.78000000000003,1518.8,40.0,298.79843652125226,1536.1445221820784,39.013123125085635,298.8,1680.0,29.4,13655.160000000002,34660.200000000004,180005,4536.7,0.0,-0.14821428571428574,0.5544217687074833,False,89281.44,2047761,2088.4900000000002,1,1,2,0.0,3.0,True,False
117,L47296,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,116,298.82000000000005,1531.8,38.120000000000005,298.83229101416816,1545.429681454719,37.375415416723754,298.8,1431.0,45.7,10192.49,34959.100000000006,181569,4570.8,0.0003346720214187915,0.09294199860237606,-0.25382932166301975,False,89341.20999999999,2446096,1162.8100000000002,1,2,1,0.0,3.0,True,False
118,L47297,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,117,298.82,1552.0,36.82000000000001,298.8215273427788,1563.2864543031462,35.91694361114917,298.9,1564.0,34.1,9860.4,35257.90000000001,183168,4603.8,-0.0003345600535294979,0.02237851662404089,-0.032258064516129115,False,89281.44,2556801,1089.0,1,2,0,0.0,3.0,True,False
119,M14978,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,118,298.82,1596.2,34.06,298.8143515618525,1611.190969535431,33.31129574076611,298.8,1599.0,33.0,8396.28,35556.70000000001,184875,4631.900000000001,0.0,0.0675422138836772,-0.14848484848484844,False,89281.44,2913849,789.6100000000001,1,3,0,0.0,3.0,False,True
120,L47299,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,119,298.8,1553.6,36.32,298.7762343745684,1563.1273130236207,35.774197160510745,298.8,1707.0,28.1,12157.09,35855.40000000001,186342,4672.6,-0.00033467202141912455,-0.14059753954305798,0.4483985765124556,False,89221.68999999999,2152089,1656.4900000000002,1,1,2,0.0,3.0,True,False
121,L47300,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,120,298.82,1554.0,36.120000000000005,298.8174895830456,1519.7515420157474,38.749464773673836,298.7,1467.0,40.7,13360.83,36154.30000000001,187775,4717.3,0.0006695681285571187,-0.023176550783912786,0.0982800982800982,False,89341.20999999999,2053489,1998.0900000000001,1,1,2,0.0,3.0,True,False
122,L47301,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,121,298.82,1552.8,37.54,298.8449930553637,1532.5010280104984,39.566309849115896,298.9,1433.0,44.7,12314.68,36453.20000000001,189333,4758.5,0.0,0.08722958827634342,-0.07829977628635343,False,89341.20999999999,2427364,1697.4400000000003,1,2,2,0.0,3.0,True,False
123,L47302,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,122,298.86,1495.0,41.08,298.89666203690916,1458.3340186736657,43.2775398994106,298.9,1558.0,41.2,15159.300000000001,36752.20000000001,190643,4809.2,0.00033456005352960894,-0.15917843388960207,0.23058252427184467,False,89401.0,1716100,2570.4900000000002,1,0,3,0.0,3.0,True,False
124,L47303,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,123,298.88,1462.8,44.14,298.8977746912728,1487.5560124491105,43.318359932940396,299.0,1310.0,50.7,12972.259999999998,37051.10000000001,192189,4852.599999999999,-0.00033444816053518345,0.18015267175572514,-0.1439842209072979,False,89341.20999999999,2390116,1883.56,1,2,2,0.0,3.0,True,False
125,L47304,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,124,298.91999999999996,1514.8,41.88,298.89851646084855,1567.3706749660737,38.678906621960266,298.9,1546.0,43.4,8787.659999999998,37350.000000000015,193916,4881.999999999999,0.0,0.11707632600258733,-0.32258064516129037,False,89341.20999999999,2982529,864.3599999999999,1,3,0,0.0,3.0,True,False
126,L47305,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,125,298.91999999999996,1540.2,39.38,298.89901097389907,1564.9137833107159,36.51927108130685,298.9,1727.0,29.4,9624.58,37648.900000000016,195476,4914.199999999999,0.0,-0.09669947886508401,0.09523809523809534,False,89341.20999999999,2433600,1036.8400000000001,1,2,0,0.0,3.0,True,False
127,L47306,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,126,298.94,1494.4,43.24,298.9326739825994,1486.2758555404773,44.5128473875379,298.9,1560.0,32.2,18089.5,37947.900000000016,196805,4974.699999999999,0.00033456005352960894,-0.1480769230769231,0.8788819875776397,False,89401.0,1766241,3660.25,1,0,3,0.0,3.0,True,False
128,L47307,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,127,298.91999999999996,1515.0,42.4,298.9217826550663,1461.8505703603182,45.17523159169194,299.0,1329.0,60.5,13898.849999999999,38246.80000000002,198218,5021.199999999999,-0.00033444816053518345,0.06320541760722342,-0.23140495867768596,False,89341.20999999999,1996569,2162.25,1,0,2,0.0,3.0,True,False
129,L47308,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,128,298.93999999999994,1523.2,41.440000000000005,298.94785510337755,1503.5670469068789,42.98348772779463,298.9,1413.0,46.5,11541.4,38545.80000000002,199805,5059.799999999999,0.00033456005352960894,0.12314225053078554,-0.16989247311827949,False,89401.0,2518569,1489.96,1,2,1,0.0,3.0,True,False
130,L47309,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,129,298.94,1489.6,42.42,298.9319034022517,1522.0446979379194,40.088991818529756,299.0,1587.0,38.6,10252.269999999999,38844.70000000002,201364,5094.099999999999,-0.00033444816053518345,-0.017643352236925036,-0.11139896373057001,False,89341.20999999999,2430481,1176.4899999999998,1,2,1,0.0,3.0,True,False
131,L47310,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,130,298.91999999999996,1472.2,44.2,298.8879356015011,1505.6964652919464,40.42599454568651,298.9,1559.0,34.3,12280.68,39143.50000000002,202837,5135.2,-0.0003345600535294979,-0.05516356638871067,0.1982507288629738,False,89281.44,2169729,1689.21,1,1,2,0.0,3.0,True,False
132,L47311,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,131,298.88,1553.8,37.64,298.85862373433406,1582.7976435279643,36.18399636379101,298.8,1473.0,41.1,8276.76,39442.300000000025,204574,5162.9,0.0,0.1792260692464358,-0.3260340632603407,False,89281.44,3017169,767.29,1,3,0,0.0,3.0,True,False
133,M14992,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,132,298.84000000000003,1559.4,36.98,298.80574915622276,1535.5317623519763,38.52266424252734,298.8,1737.0,27.7,12903.84,39741.00000000002,206015,5206.099999999999,-0.00033467202141912455,-0.17040875071963157,0.5595667870036103,False,89221.68999999999,2076481,1866.2400000000002,1,1,2,0.0,3.0,False,True
134,M14993,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,133,298.78000000000003,1528.0,39.18,298.7704994374818,1500.354508234651,42.215109495018226,298.7,1441.0,43.2,14815.52,40039.70000000002,207445,5255.7,0.0,-0.007633587786259555,0.14814814814814814,False,89221.68999999999,2044900,2460.1600000000003,1,1,3,0.0,3.0,False,True
135,L47314,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,134,298.76,1490.0,42.92,298.7803329583212,1456.569672156434,45.81007299667882,298.7,1430.0,49.6,15836.400000000001,40338.50000000002,208814,5308.7,0.00033478406427867036,-0.04265734265734267,0.06854838709677424,False,89281.44,1874161,2809.0,1,0,3,0.0,3.0,True,False
136,M14995,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,135,298.76,1537.6,40.4,298.7868886388808,1541.3797814376228,40.04004866445255,298.8,1369.0,53.0,8515.800000000001,40637.300000000025,210525,5337.2,0.0,0.24981738495252004,-0.46226415094339623,False,89281.44,2927521,812.25,1,3,0,0.0,3.0,False,True
137,H29550,298.7,308.5,1420,45.7,143,0,0,0,0,0,0,136,298.74,1474.2,44.0,298.7579257592539,1500.9198542917486,41.92669910963504,298.8,1711.0,28.5,13650.59,40936.00000000002,211945,5382.9,-0.00033467202141912455,-0.17007597895967275,0.6035087719298247,False,89221.68999999999,2016400,2088.4900000000002,1,0,2,0.0,3.0,False,False
138,L47317,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,137,298.74,1445.4,46.42,298.7386171728359,1432.9465695278325,46.384466073090024,298.7,1420.0,45.7,16518.109999999997,41234.70000000002,213242,5438.2,0.0,-0.08661971830985915,0.21006564551422313,False,89221.68999999999,1682209,3058.0899999999997,1,0,3,0.0,3.0,True,False
139,H29552,298.8,308.6,1449,49.4,150,0,0,0,0,0,0,138,298.76,1449.2,46.379999999999995,298.75907811522393,1438.297713018555,47.38964404872668,298.7,1297.0,55.3,14760.72,41533.50000000002,214691,5487.599999999999,0.00033478406427867036,0.1171935235158057,-0.10669077757685352,False,89281.44,2099601,2440.3599999999997,1,1,3,0.0,3.0,False,False
140,L47319,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,139,298.76,1429.0,46.94,298.77271874348264,1381.5318086790367,50.193096032484455,298.8,1449.0,49.4,16673.04,41832.300000000025,215959,5543.4,0.0,-0.12491373360938574,0.12955465587044523,False,89281.44,1607824,3113.64,1,0,3,0.0,3.0,True,False
